"月份","能源类型","用量","单位","组织","地点","部门","设备","备注"
"2025-08","电力","989","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0980","多记录删除子查询路径验证"
"2025-09","电力","990","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0981","多记录删除子查询路径验证"
"2025-10","电力","991","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0982","多记录删除子查询路径验证"
"2025-11","电力","992","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0983","多记录删除子查询路径验证"
"2025-12","电力","993","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0984","多记录删除子查询路径验证"
"2025-01","电力","994","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0985","多记录删除子查询路径验证"
"2025-02","电力","995","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0986","多记录删除子查询路径验证"
"2025-03","电力","996","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0987","多记录删除子查询路径验证"
"2025-04","电力","997","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0988","多记录删除子查询路径验证"
"2025-05","电力","998","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0989","多记录删除子查询路径验证"
"2025-06","电力","999","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0990","多记录删除子查询路径验证"
"2025-07","电力","1000","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0991","多记录删除子查询路径验证"
"2025-08","电力","1001","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0992","多记录删除子查询路径验证"
"2025-09","电力","1002","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0993","多记录删除子查询路径验证"
"2025-10","电力","1003","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0994","多记录删除子查询路径验证"
"2025-11","电力","1004","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0995","多记录删除子查询路径验证"
"2025-12","电力","1005","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0996","多记录删除子查询路径验证"
"2025-01","电力","1006","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0997","多记录删除子查询路径验证"
"2025-02","电力","1007","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0998","多记录删除子查询路径验证"
"2025-03","电力","1008","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-0999","多记录删除子查询路径验证"
"2025-04","电力","1009","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1000","多记录删除子查询路径验证"
"2025-05","电力","1010","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1001","多记录删除子查询路径验证"
"2025-06","电力","1011","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1002","多记录删除子查询路径验证"
"2025-07","电力","1012","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1003","多记录删除子查询路径验证"
"2025-08","电力","1013","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1004","多记录删除子查询路径验证"
"2025-09","电力","1014","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1005","多记录删除子查询路径验证"
"2025-10","电力","1015","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1006","多记录删除子查询路径验证"
"2025-11","电力","1016","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1007","多记录删除子查询路径验证"
"2025-12","电力","1017","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1008","多记录删除子查询路径验证"
"2025-01","电力","1018","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1009","多记录删除子查询路径验证"
"2025-02","电力","1019","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1010","多记录删除子查询路径验证"
"2025-03","电力","1020","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1011","多记录删除子查询路径验证"
"2025-04","电力","1021","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1012","多记录删除子查询路径验证"
"2025-05","电力","1022","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1013","多记录删除子查询路径验证"
"2025-06","电力","1023","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1014","多记录删除子查询路径验证"
"2025-07","电力","1024","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1015","多记录删除子查询路径验证"
"2025-08","电力","1025","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1016","多记录删除子查询路径验证"
"2025-09","电力","1026","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1017","多记录删除子查询路径验证"
"2025-10","电力","1027","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1018","多记录删除子查询路径验证"
"2025-11","电力","1028","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1019","多记录删除子查询路径验证"
"2025-12","电力","1029","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1020","多记录删除子查询路径验证"
"2025-01","电力","1030","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1021","多记录删除子查询路径验证"
"2025-02","电力","1031","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1022","多记录删除子查询路径验证"
"2025-03","电力","1032","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1023","多记录删除子查询路径验证"
"2025-04","电力","1033","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1024","多记录删除子查询路径验证"
"2025-05","电力","1034","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1025","多记录删除子查询路径验证"
"2025-06","电力","1035","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1026","多记录删除子查询路径验证"
"2025-07","电力","1036","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1027","多记录删除子查询路径验证"
"2025-08","电力","1037","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1028","多记录删除子查询路径验证"
"2025-09","电力","1038","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1029","多记录删除子查询路径验证"
"2025-10","电力","1039","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1030","多记录删除子查询路径验证"
"2025-11","电力","1040","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1031","多记录删除子查询路径验证"
"2025-12","电力","1041","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1032","多记录删除子查询路径验证"
"2025-01","电力","1042","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1033","多记录删除子查询路径验证"
"2025-02","电力","1043","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1034","多记录删除子查询路径验证"
"2025-03","电力","1044","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1035","多记录删除子查询路径验证"
"2025-04","电力","1045","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1036","多记录删除子查询路径验证"
"2025-05","电力","1046","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1037","多记录删除子查询路径验证"
"2025-06","电力","1047","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1038","多记录删除子查询路径验证"
"2025-07","电力","1048","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1039","多记录删除子查询路径验证"
"2025-08","电力","1049","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1040","多记录删除子查询路径验证"
"2025-09","电力","1050","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1041","多记录删除子查询路径验证"
"2025-10","电力","1051","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1042","多记录删除子查询路径验证"
"2025-11","电力","1052","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1043","多记录删除子查询路径验证"
"2025-12","电力","1053","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1044","多记录删除子查询路径验证"
"2025-01","电力","1054","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1045","多记录删除子查询路径验证"
"2025-02","电力","1055","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1046","多记录删除子查询路径验证"
"2025-03","电力","1056","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1047","多记录删除子查询路径验证"
"2025-04","电力","1057","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1048","多记录删除子查询路径验证"
"2025-05","电力","1058","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1049","多记录删除子查询路径验证"
"2025-06","电力","1059","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1050","多记录删除子查询路径验证"
"2025-07","电力","1060","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1051","多记录删除子查询路径验证"
"2025-08","电力","1061","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1052","多记录删除子查询路径验证"
"2025-09","电力","1062","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1053","多记录删除子查询路径验证"
"2025-10","电力","1063","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1054","多记录删除子查询路径验证"
"2025-11","电力","1064","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1055","多记录删除子查询路径验证"
"2025-12","电力","1065","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1056","多记录删除子查询路径验证"
"2025-01","电力","1066","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1057","多记录删除子查询路径验证"
"2025-02","电力","1067","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1058","多记录删除子查询路径验证"
"2025-03","电力","1068","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1059","多记录删除子查询路径验证"
"2025-04","电力","1069","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1060","多记录删除子查询路径验证"
"2025-05","电力","1070","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1061","多记录删除子查询路径验证"
"2025-06","电力","1071","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1062","多记录删除子查询路径验证"
"2025-07","电力","1072","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1063","多记录删除子查询路径验证"
"2025-08","电力","1073","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1064","多记录删除子查询路径验证"
"2025-09","电力","1074","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1065","多记录删除子查询路径验证"
"2025-10","电力","1075","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1066","多记录删除子查询路径验证"
"2025-11","电力","1076","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1067","多记录删除子查询路径验证"
"2025-12","电力","1077","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1068","多记录删除子查询路径验证"
"2025-01","电力","1078","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1069","多记录删除子查询路径验证"
"2025-02","电力","1079","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1070","多记录删除子查询路径验证"
"2025-03","电力","1080","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1071","多记录删除子查询路径验证"
"2025-04","电力","1081","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1072","多记录删除子查询路径验证"
"2025-05","电力","1082","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1073","多记录删除子查询路径验证"
"2025-06","电力","1083","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1074","多记录删除子查询路径验证"
"2025-07","电力","1084","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1075","多记录删除子查询路径验证"
"2025-08","电力","1085","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1076","多记录删除子查询路径验证"
"2025-09","电力","1086","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1077","多记录删除子查询路径验证"
"2025-10","电力","1087","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1078","多记录删除子查询路径验证"
"2025-11","电力","1088","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1079","多记录删除子查询路径验证"
"2025-12","电力","1089","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1080","多记录删除子查询路径验证"
"2025-01","电力","1090","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1081","多记录删除子查询路径验证"
"2025-02","电力","1091","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1082","多记录删除子查询路径验证"
"2025-03","电力","1092","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1083","多记录删除子查询路径验证"
"2025-04","电力","1093","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1084","多记录删除子查询路径验证"
"2025-05","电力","1094","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1085","多记录删除子查询路径验证"
"2025-06","电力","1095","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1086","多记录删除子查询路径验证"
"2025-07","电力","1096","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1087","多记录删除子查询路径验证"
"2025-08","电力","1097","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1088","多记录删除子查询路径验证"
"2025-09","电力","1098","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1089","多记录删除子查询路径验证"
"2025-10","电力","1099","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1090","多记录删除子查询路径验证"
"2025-11","电力","1100","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1091","多记录删除子查询路径验证"
"2025-12","电力","1101","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1092","多记录删除子查询路径验证"
"2025-01","电力","1102","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1093","多记录删除子查询路径验证"
"2025-02","电力","1103","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1094","多记录删除子查询路径验证"
"2025-03","电力","1104","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1095","多记录删除子查询路径验证"
"2025-04","电力","1105","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1096","多记录删除子查询路径验证"
"2025-05","电力","1106","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1097","多记录删除子查询路径验证"
"2025-06","电力","1107","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1098","多记录删除子查询路径验证"
"2025-07","电力","1108","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1099","多记录删除子查询路径验证"
"2025-08","电力","1109","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1100","多记录删除子查询路径验证"
"2025-09","电力","1110","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1101","多记录删除子查询路径验证"
"2025-10","电力","1111","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1102","多记录删除子查询路径验证"
"2025-11","电力","1112","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1103","多记录删除子查询路径验证"
"2025-12","电力","1113","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1104","多记录删除子查询路径验证"
"2025-01","电力","1114","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1105","多记录删除子查询路径验证"
"2025-02","电力","1115","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1106","多记录删除子查询路径验证"
"2025-03","电力","1116","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1107","多记录删除子查询路径验证"
"2025-04","电力","1117","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1108","多记录删除子查询路径验证"
"2025-05","电力","1118","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1109","多记录删除子查询路径验证"
"2025-06","电力","1119","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1110","多记录删除子查询路径验证"
"2025-07","电力","1120","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1111","多记录删除子查询路径验证"
"2025-08","电力","1121","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1112","多记录删除子查询路径验证"
"2025-09","电力","1122","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1113","多记录删除子查询路径验证"
"2025-10","电力","1123","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1114","多记录删除子查询路径验证"
"2025-11","电力","1124","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1115","多记录删除子查询路径验证"
"2025-12","电力","1125","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1116","多记录删除子查询路径验证"
"2025-01","电力","1126","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1117","多记录删除子查询路径验证"
"2025-02","电力","1127","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1118","多记录删除子查询路径验证"
"2025-03","电力","1128","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1119","多记录删除子查询路径验证"
"2025-04","电力","1129","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1120","多记录删除子查询路径验证"
"2025-05","电力","1130","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1121","多记录删除子查询路径验证"
"2025-06","电力","1131","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1122","多记录删除子查询路径验证"
"2025-07","电力","1132","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1123","多记录删除子查询路径验证"
"2025-08","电力","1133","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1124","多记录删除子查询路径验证"
"2025-09","电力","1134","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1125","多记录删除子查询路径验证"
"2025-10","电力","1135","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1126","多记录删除子查询路径验证"
"2025-11","电力","1136","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1127","多记录删除子查询路径验证"
"2025-12","电力","1137","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1128","多记录删除子查询路径验证"
"2025-01","电力","1138","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1129","多记录删除子查询路径验证"
"2025-02","电力","1139","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1130","多记录删除子查询路径验证"
"2025-03","电力","1140","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1131","多记录删除子查询路径验证"
"2025-04","电力","1141","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1132","多记录删除子查询路径验证"
"2025-05","电力","1142","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1133","多记录删除子查询路径验证"
"2025-06","电力","1143","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1134","多记录删除子查询路径验证"
"2025-07","电力","1144","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1135","多记录删除子查询路径验证"
"2025-08","电力","1145","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1136","多记录删除子查询路径验证"
"2025-09","电力","1146","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1137","多记录删除子查询路径验证"
"2025-10","电力","1147","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1138","多记录删除子查询路径验证"
"2025-11","电力","1148","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1139","多记录删除子查询路径验证"
"2025-12","电力","1149","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1140","多记录删除子查询路径验证"
"2025-01","电力","1150","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1141","多记录删除子查询路径验证"
"2025-02","电力","1151","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1142","多记录删除子查询路径验证"
"2025-03","电力","1152","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1143","多记录删除子查询路径验证"
"2025-04","电力","1153","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1144","多记录删除子查询路径验证"
"2025-05","电力","1154","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1145","多记录删除子查询路径验证"
"2025-06","电力","1155","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1146","多记录删除子查询路径验证"
"2025-07","电力","1156","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1147","多记录删除子查询路径验证"
"2025-08","电力","1157","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1148","多记录删除子查询路径验证"
"2025-09","电力","1158","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1149","多记录删除子查询路径验证"
"2025-10","电力","1159","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1150","多记录删除子查询路径验证"
"2025-11","电力","1160","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1151","多记录删除子查询路径验证"
"2025-12","电力","1161","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1152","多记录删除子查询路径验证"
"2025-01","电力","1162","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1153","多记录删除子查询路径验证"
"2025-02","电力","1163","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1154","多记录删除子查询路径验证"
"2025-03","电力","1164","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1155","多记录删除子查询路径验证"
"2025-04","电力","1165","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1156","多记录删除子查询路径验证"
"2025-05","电力","1166","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1157","多记录删除子查询路径验证"
"2025-06","电力","1167","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1158","多记录删除子查询路径验证"
"2025-07","电力","1168","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1159","多记录删除子查询路径验证"
"2025-08","电力","1169","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1160","多记录删除子查询路径验证"
"2025-09","电力","1170","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1161","多记录删除子查询路径验证"
"2025-10","电力","1171","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1162","多记录删除子查询路径验证"
"2025-11","电力","1172","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1163","多记录删除子查询路径验证"
"2025-12","电力","1173","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1164","多记录删除子查询路径验证"
"2025-01","电力","1174","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1165","多记录删除子查询路径验证"
"2025-02","电力","1175","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1166","多记录删除子查询路径验证"
"2025-03","电力","1176","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1167","多记录删除子查询路径验证"
"2025-04","电力","1177","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1168","多记录删除子查询路径验证"
"2025-05","电力","1178","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1169","多记录删除子查询路径验证"
"2025-06","电力","1179","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1170","多记录删除子查询路径验证"
"2025-07","电力","1180","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1171","多记录删除子查询路径验证"
"2025-08","电力","1181","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1172","多记录删除子查询路径验证"
"2025-09","电力","1182","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1173","多记录删除子查询路径验证"
"2025-10","电力","1183","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1174","多记录删除子查询路径验证"
"2025-11","电力","1184","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1175","多记录删除子查询路径验证"
"2025-12","电力","1185","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1176","多记录删除子查询路径验证"
"2025-01","电力","1186","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1177","多记录删除子查询路径验证"
"2025-02","电力","1187","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1178","多记录删除子查询路径验证"
"2025-03","电力","1188","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1179","多记录删除子查询路径验证"
"2025-04","电力","1189","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1180","多记录删除子查询路径验证"
"2025-05","电力","1190","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1181","多记录删除子查询路径验证"
"2025-06","电力","1191","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1182","多记录删除子查询路径验证"
"2025-07","电力","1192","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1183","多记录删除子查询路径验证"
"2025-08","电力","1193","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1184","多记录删除子查询路径验证"
"2025-09","电力","1194","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1185","多记录删除子查询路径验证"
"2025-10","电力","1195","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1186","多记录删除子查询路径验证"
"2025-11","电力","1196","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1187","多记录删除子查询路径验证"
"2025-12","电力","1197","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1188","多记录删除子查询路径验证"
"2025-01","电力","1198","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1189","多记录删除子查询路径验证"
"2025-02","电力","1199","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1190","多记录删除子查询路径验证"
"2025-03","电力","1200","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1191","多记录删除子查询路径验证"
"2025-04","电力","1201","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1192","多记录删除子查询路径验证"
"2025-05","电力","1202","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1193","多记录删除子查询路径验证"
"2025-06","电力","1203","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1194","多记录删除子查询路径验证"
"2025-07","电力","1204","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1195","多记录删除子查询路径验证"
"2025-08","电力","1205","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1196","多记录删除子查询路径验证"
"2025-09","电力","1206","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1197","多记录删除子查询路径验证"
"2025-10","电力","1207","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1198","多记录删除子查询路径验证"
"2025-11","电力","1208","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1199","多记录删除子查询路径验证"
"2025-12","电力","1209","kWh","大批次删除集团","参数上限验证园区","验证部","BULK-1200","多记录删除子查询路径验证"
